nit;nombre;codTipoId;codSede;direccion;municipio;codMunicipioRndc;latitud;longitud;telefono;rol
8600296432;LELLER SAS;N;SECUND;BOGOTA;BOGOTA BOGOTA D. C.;11001000;4.618656;-74.091448;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;ALTI;CAZUCA;SOACHA CUNDINAMARCA;25754000;4.589674;-74.186189;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;CHU;SOACHA CHUSACA;SOACHA CUNDINAMARCA;25754000;4.54396;-74.2455;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;centro;PUENTE ARANDA,;BOGOTA BOGOTA D. C.;11001000;4.621670;-74.105380;;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;BARRA;SOLEDAD ATLáNTICO;BARRANQUILLA ATLANTICO;08001000;10.89021;-74.76956;;
9011530345;APROREC S.A.S;N;bomba;SOACHA;SOACHA CUNDINAMARCA;25754000;4.54391;-74.24538;;
9011530345;APROREC S.A.S;N;MELGAR;VTE IBAGUé - MELGAR, KM 15.63 CHAGUALA AFUERA - FLANDES, PUE;MELGAR TOLIMA;73449000;4.23953;-74.89401;;
8301224323;RECOLAM S.EN C.;N;bomba;SOACHA CHUSACA;SOACHA CUNDINAMARCA;25754000;4.54391;-74.24538;;
10720264087;MAXX PISOS;N;PRINC;AC 72 # 83-81;BOGOTA BOGOTA D. C.;11001000;4.69448;-74.10444;;
142416810;LITOIMAGEN IMPRESORES;N;PRINC;CL. 13 #4-62, IBAGUé, TOLIMA;IBAGUE TOLIMA;73001000;4.44469;-75.23881;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;ARGOS;CL 55 #42 A 4-194, SOACHA, CUNDINAMARCA, COLOMBIA;SOACHA CUNDINAMARCA;25754000;4.59048;-74.18614;;
9014557062;ECOAMBIENTAL RECICLAJE S.A.S.;N;ARGOS;CL 55 #42 A 4-194, SOACHA, CUNDINAMARCA, COLOMBIA;SOACHA CUNDINAMARCA;25754000;4.59048;-74.18614;;
9006446807;BODEGAS DE RECICLAJES SAS;N;ARGOS;CL 55 #42 A 4-194, SOACHA, CUNDINAMARCA, COLOMBIA;SOACHA CUNDINAMARCA;25754000;4.59048;-74.18614;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;TOC;VíA RURAL TIBITO, TIBITO;TOCANCIPA CUNDINAMARCA;25817000;4.94616;-73.958;;
9017596923;SUMINISTROS EMPAQUES Y PAPEL DE COLOMBIA SAS;N;PRINCI;CRA 51 C 67-39 BARRIO SEVILLA MEDELLíN;MEDELLIN ANTIOQUIA;05001000;6.2641;-75.5650;;
8903193732;SUMINISTROS EMPAQUES Y PAPEL DE COLOMBIA SAS;N;PRINCI;CRA 51 C 67-39 BARRIO SEVILLA MEDELLíN;MEDELLIN ANTIOQUIA;05001000;6.2641;-75.5650;;
9010688021;RECICLAMAS GESTORES AMBIENTALES SAS;N;CUAR;CLL 12, ZONA INDUSTRIAL DE CAUCA, COMUNA 5, SOACHA, CUNDINAM;SOACHA CUNDINAMARCA;25754000;4.58855;-74.18642;;
9009843778;DHC COMPANY SAS;N;PRINCI;BOGOTA;BOGOTA BOGOTA D. C.;11001000;;;;
9014557062;ECOAMBIENTAL RECICLAJE S.A.S.;N;CUA;TV 4, 6, ZONA INDUSTRIAL DE CAUCA, COMUNA 5, SOACHA, CUNDINA;SOACHA CUNDINAMARCA;25754000;4.58987;-74.18636;;
9018325135;EMSAMBLA GROUP SAS;N;PRINCI;CR 42 A 17-98;DUITAMA BOYACA;15238000;5.81953;-73.03319;;
9019883945;INVERSIONES MADERSOSA SAS;N;PRINC;CRA 103 C #138-40;BOGOTA BOGOTA D. C.;11001000;4.74068;-74.09644;;
9020239621;SAGITTA GROUP SAS;N;PRINCI;PARQUE EMPRESARIAL ROBLES 4 BG 7 / COTA;COTA CUNDINAMARCA;25214000;4.764206;-74.147287;;
9012591894;PLACA CENTER SAS;N;PRINCI;CALLE 78# 51-78 MIRANDA MEDELLIN;MEDELLIN ANTIOQUIA;05001000;6.27276;-75.56317;;
9006210404;RANURADOS Y MADERAS SAS;N;PRIN;ALMACEN CRA 16 NO. 13-27 - BOGOTA;BOGOTA BOGOTA D. C.;11001000;4.60649;-74.08156;;
9006446807;BODEGAS DE RECICLAJES SAS;N;CAZCRU;TV 4, 12, ZONA INDUSTRIAL DE CAUCA, COMUNA 5, SOACHA, CUNDIN;SOACHA CUNDINAMARCA;25754000;4.589586;-74.186733;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;CUADRA;ZONA INDUSTRIAL DE CAUCA;SOACHA CUNDINAMARCA;25754000;4.589677;-74.186466;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;CAZUBO;SOACHA, CUNDINAMARCA;SOACHA CUNDINAMARCA;25754000;4.592217;-74.192310;;
9006446807;BODEGAS DE RECICLAJES SAS;N;bom;TV 6D, 5, LAS ACACIAS II, COMUNA 5;SOACHA CUNDINAMARCA;25754000;4.591404;-74.192281;;
9014557062;ECOAMBIENTAL RECICLAJE S.A.S.;N;BOM;TV 7, 6, ZONA INDUSTRIAL DE CAUCA, COMUNA 5;SOACHA CUNDINAMARCA;25754000;4.592189;-74.192111;;
9013635901;C.A.M.R CONSTRUCCIONES SAS;N;PRINCI;CARRERA 24 CON CALLE 08-3;MEDELLIN ANTIOQUIA;05001000;6.24354;-75.54347;;
9016734861;CONSTRUDISEÑOS AI SAS;N;1;DIAGONAL 45 SUR N° 20-62;BOGOTA BOGOTA D. C.;11001000;4.574056;-74.125500;;
801634991;JAMES NIÑO ARNULFO;N;PRINCI;MADRID;MADRID CUNDINAMARCA;25430000;;;;
11011770498;DEKORANDO J&N;N;PRIN;CALLE 46 SUR 19A-07;BOGOTA BOGOTA D. C.;11001000;4.57130;-74.12559;;
9001087221;DISCERCOL GROUP;N;SECUND;FACA KR 1 # 6 - 24 SOBRE LA AVENIDA ENSEGUIDA DEL TERMINAL;FACATATIVA CUNDINAMARCA;25269000;4.80934;-74.35541;;
9001087221;DISCERCOL GROUP;N;PRINCI;CARRERA 7 47 41;SOACHA CUNDINAMARCA;25754000;4.59281;-74.19358;;
8903231147;FUNDIMETAL DE COLOMBIA S A S;N;PRINCI;CALLE 2 TV 0 154 CGTO PARCELACION INDUSTRIAL LA DOLORES;CALI VALLE DEL CAUCA;76001000;3.49720;-76.48296;;
9017096786;SOLUCIONES INTEGRALES C&G SAS;N;PRINC;CARRERA 26 SUR 5 171;NEIVA HUILA;41001000;2.89879;-75.26784;;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;MAN;CARRERA 25 17 02;MANIZALES CALDAS;17001000;5.06578;-75.52073;;
8902048033;COIMPRESIONES DEL ORIENTE;N;SECUND;AV6 13-99 CENTRO CúCUTA, NORTE DE SANTANDER;CUCUTA NORTE DE SANTANDER;54001000;7.88295;-72.50404;;
9002257822;SERVIMEZCLAS CENTER SAS;N;PRINC;CARRERA 8 11 104;CHIQUINQUIRA BOYACA;15176000;5.61310;-73.81785;;
9003743661;PISOS Y ENCHAPES EUROCARIBE SAS;N;TERC;MEDELLIN-EUROCARIBE SAN BENITO 4;MEDELLIN ANTIOQUIA;05001000;6.25286;-75.57375;;
9003743661;PISOS Y ENCHAPES EUROCARIBE SAS;N;SECUND;CALLE 44 # 90A - 91 MEDELLíN.;MEDELLIN ANTIOQUIA;05001000;6.25308;-75.60889;;
9003743661;PISOS Y ENCHAPES EUROCARIBE SAS;N;PRINCI;CR 52 8 B SUR 40;MEDELLIN ANTIOQUIA;05001000;6.16356;-75.61410;3107788934;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;CAZUCA;SOACHA;SOACHA CUNDINAMARCA;25754000;4.589262;-74.186049;;
9006053569;GRAFICARTON MK SAS;N;SECUND;BOGOTA;BOGOTA BOGOTA D. C.;11001000;4.62295;-74.12746;;
9006446807;BODEGAS DE RECICLAJES SAS;N;CAZUCA;CALLE 1 N° 58 - 68;SOACHA CUNDINAMARCA;25754000;4.59153;-74.18714;;
8600267594;CARTONES AMERICA;N;OCTAVA;CRA 49;MEDELLIN ANTIOQUIA;05001000;6.16752;-75.60144;6023876990;
8002254176;TRANSPORTE Y COMERCIO INTERNACIONAL LIMITADA EN REESTRUCTURACIÓN;N;PRIN;CR 2 NORTE   16 ESTE 181;IPIALES NARINO;52356000;;;;
9012599961;SABANA CARGO SAS;N;PRINCI;CR 68 A 38 H 76 SUR;BOGOTA BOGOTA D. C.;11001000;;;3138653099;
10112003312;CRISTIAN CAMILO JARAMILLO GONZALEZ - CASA GRANDE CERAMICAS;N;PRINCI;CR 56 A 52 A 86;BELLO ANTIOQUIA;05088000;6.25439;-75.57278;3136777616;
8220030124;EUROPLAZA S.A;N;TERC;CARRERA 23N # 10 - 08;ACACIAS META;50006000;3.98386;-73.76637;;
9015639411;TP PRODUCTOS FORMULADOS S.A.S;N;CUAR;BOGOTA, LA CARO;BRICENO SOPO CUNDINAMARCA;25758006;4.853730;-74.028920;;
9020257008;SOLUCIONES CAT S.A.S;N;PRINCI;DIAGONAL 3 A 7 A 02 ESTE;BOGOTA BOGOTA D. C.;11001000;;;3166938560;
9013266330;ORO CONSTRUCCION SAS;N;PRIN;CALLE 51 # 56A-111 CENTRO DE MEDELLIN;MEDELLIN ANTIOQUIA;05001000;6.25412;-75.57370;;
9010441228;INDUSTRIAL DE PAPELES SAS;N;SECUN;CAJAMARCA - IBAGUé;CAJAMARCA TOLIMA;73124000;4.442457;-75.415151;;
8600267594;CARTONES AMERICA;N;TERC;CALI CARTONES AMERICA;CALI VALLE DEL CAUCA;76001000;3.49006;-76.50362;;
9019865555;INVERSIONES TORRADO ASOCIADOS S;N;PRINCI;CR 38 # 74-60;BARRANQUILLA ATLANTICO;08001000;;;;
9016540639;PORCELATINO S.A.S;N;NEI;CRA 57 NO 17 01 NEIVA;NEIVA HUILA;41001000;2.93850;-75.24251;;
8600267594;CARTONES AMERICA;N;NOV;PARQUE INDUSTRIAL CLAVERíA, KILOMETRO 7, JUAN MINA #BODEGA;BARRANQUILLA ATLANTICO;08001000;10.95994;-74.88793;3242006269;
8020058205;DITAR SA;N;PRINCI;PARQUE INDUSTRIAL CLAVERíA, KILOMETRO 7, JUAN MINA #BODEGA 1;BARRANQUILLA ATLANTICO;08001000;10.95994;-74.88793;3242006269;
9005431841;TUBOS MOSQUERA  SAS;N;PRINCI;PARQUE SAN JORGE BG 37 KM 19 BARRIO MOSQUERA;MOSQUERA CUNDINAMARCA;25473000;4.71387;-74.23333;3108063211;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;DOC;CALI VALLE DEL CAUCA;CALI VALLE DEL CAUCA;76001000;3.45176;-76.52709;;
9014540988;GRUPO SOLUPISOS SAS;N;PRINCI;CR 56 C # 51-115;MEDELLIN ANTIOQUIA;05001000;6.25543;-75.57361;;
9000425432;SIVAL TRIPLEX SAS;N;PRINCI;CR 19 B #24-27 SUR;BOGOTA BOGOTA D. C.;11001000;4.58190;-74.10535;;
171808965;PERILLA HUMBERTO;N;PRINCI;CL 57 SUR 19 B 50;BOGOTA BOGOTA D. C.;11001000;4.56726;-74.73615;;
171328258;MADERAS FIDEL PERILLA;N;PRINCI;CALLE 51 B SUR 17A 02-08;BOGOTA BOGOTA D. C.;11001000;4.58867;-74.13924;;
808306001;JOHAN ARMANDO GARCIA PLATA;N;PRINCI;CR 87 I 42-32 SUR;BOGOTA BOGOTA D. C.;11001000;4.63524;-74.16984;;
9019295878;AGUDELO VASCO MARTHA LUCY;N;PRINCI;CARRERA 25 17 02;MANIZALES CALDAS;17001000;5.06584;-75.52074;3207393696;
9017269301;PUNTO INTEGRAL COCINAS SAS;N;PRINCI;CALLE 19A # 04 ESTE-21;MOSQUERA CUNDINAMARCA;25473000;4.708713;-74.217116;3208360174;
9001676176;SANEAMIENTO AMBIENTAL Y SANITARIO SAS;N;SECUN;CIUDAD LIMPIA MOSQUERA CUNDINAMARCA;MOSQUERA CUNDINAMARCA;25473000;4.68511;-74.26996;;
9001676176;SANEAMIENTO AMBIENTAL Y SANITARIO SAS;N;PINC;CLL 16, SECTOR EN DESARROLLO, COMUNA 17, SECTOR EN DESARROLL;CALI VALLE DEL CAUCA;76001000;3.372173;-76.529217;;
8600267594;CARTONES AMERICA;N;QUITO;BOGOTA-MOSQUERA KILOMETRO 7;MOSQUERA CUNDINAMARCA;25473000;4.69812;-74.21295;;
9005932528;PISOS Y PISOS GRAJALES SAS;N;PRINCI;CR 56 C  # 51-149;MEDELLIN ANTIOQUIA;05001000;6.25539;-75.57350;3045970007;
9014281535;LAMIRED SAS;N;PRINCI;AV 8 NORTE 25 NORTE 14 BRR SANTA MONICA;PALMIRA VALLE DEL CAUCA;76520000;3.497545;-76.467500;;
9004061583;EMPAQUES INDUSTRIALES DE COLOMBIA S.A.S.;N;SECUN;CL. 22D #120-19, BOGOTá;BOGOTA BOGOTA D. C.;11001000;4.691407;-74.153503;;
9019293420;GRÜNPACK COLOMBIA SAS;N;SECUND;CL 70N N° 2A 130;CALI VALLE DEL CAUCA;76001000;;;3024779040;
9019293420;GRÜNPACK COLOMBIA SAS;N;PRINCI;CL. 17A #32-35, BOGOTá;BOGOTA BOGOTA D. C.;11001000;4.618538;-74.091439;3158188020;
8220030124;EUROPLAZA S.A;N;SECUN;CALLE 15 # 27A-176;YUMBO VALLE DEL CAUCA;76892000;;;3173731479;
8220030124;EUROPLAZA S.A;N;PRINCI;CL 26 C 36 17 BRR SIETE DE AGOSTO;VILLAVICENCIO META;50001000;4.14748;-73.63508;6086680091;
8903002343;ASHE S.A.S.;N;CUAR;INDUTRIAL ARRONYONDO YUMBO;YUMBO VALLE DEL CAUCA;76892000;;;;
9014296032;DISTRIPACKING COLOMBIA SAS;N;TER;CALI VALLE DEL CAUCA;CALI VALLE DEL CAUCA;76001000;;;;
9014296032;DISTRIPACKING COLOMBIA SAS;N;SECUN;YUMBO;YUMBO VALLE DEL CAUCA;76892000;;;3144641930;
9014296032;DISTRIPACKING COLOMBIA SAS;N;PRINCI;CR 13 A 5 A 20 B G 14;MOSQUERA CUNDINAMARCA;25473000;4.73187;-74.21655;3144641930;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;DOCEAV;CALI COLOMBIA;CALI VALLE DEL CAUCA;76001000;;;;
8903182310;FERPLASTICOS SAS;N;PRINCI;CARRERA 39 13 129;YUMBO VALLE DEL CAUCA;76892000;;;;
9000062560;ROMEFLEX  SAS;N;SECUND;YUMBO;YUMBO VALLE DEL CAUCA;76892000;;;3112630718;
9000062560;ROMEFLEX  SAS;N;PRINCI;CR 72M BIS 37A 35 SUR;BOGOTA BOGOTA D. C.;11001000;;;3112630718;
9017182624;ELECTROLED JP S.A.S;N;PRINCI;CL 46 SUR 20   41;BOGOTA BOGOTA D. C.;11001000;;;3125908323;
9017182624;ELECTROLED JP S.A.S;N;SECUN;CL 46 SUR 20   41;YUMBO VALLE DEL CAUCA;76892000;;;3125908323;
10245365064;JUAN CAMILO LUNA FERNANDEZ;N;SECUN;CARRERA 7 # 39 A - 13 LEON XII;SOACHA CUNDINAMARCA;25754000;;;3112117168;
10245365064;JUAN CAMILO LUNA FERNANDEZ;N;PRINCI;CALLE 15 # 27A-176 (KM 4 AUTOPISTA CALI-YUMBO) BODEGA 5 - BL;YUMBO VALLE DEL CAUCA;76892000;;;3112117168;
8300299327;DECORADOS Y ACABADOS CERAMICOS SAS;N;TER;YUMBO;YUMBO VALLE DEL CAUCA;76892000;;;3142079413;
8300299327;DECORADOS Y ACABADOS CERAMICOS SAS;N;SECUN;BUENAVENTURA;BUENAVENTURA VALLE DEL CAUCA;76109000;;;3142079413;
8300299327;DECORADOS Y ACABADOS CERAMICOS SAS;N;PRINCI;BOGOTA;BOGOTA BOGOTA D. C.;11001000;4.59274;-74.19435;3142079413;
8002487456;TODO CAJAS LTDA;N;SECUN;CL 17 A  SUR    29 B   39;BOGOTA BOGOTA D. C.;11001000;;;;
8002487456;TODO CAJAS LTDA;N;PRIN;CALLE 17 A SUR 29 B 39;BOGOTA BOGOTA D. C.;11001000;4.59493;-74.10893;;
9016540639;PORCELATINO S.A.S;N;TER;BOGOTA;BOGOTA BOGOTA D. C.;11001000;;;;
9016540639;PORCELATINO S.A.S;N;SECUN;CALLE 15 # 27A-176;YUMBO VALLE DEL CAUCA;76892000;3.524780;-76.504830;3173731479;
9016540639;PORCELATINO S.A.S;N;PRINCI;KM 15 VIA ALTERNA INTERNA AL PUERTO;BUENAVENTURA VALLE DEL CAUCA;76109000;3.881707;-76.965438;3174275762;
9014851221;MULTICOR;N;SECUN;CALLE 70 NORTE # 2A - 130;CALI VALLE DEL CAUCA;76001000;;;3108801323;
9014851221;MULTICOR;N;PRINCI;CL 66 A 72 B 15;BOGOTA BOGOTA D. C.;11001000;4.68189;-74.10088;3108801323;
9006193197;CORRUGRAF SAS;N;SECUND;CALI COLOMBIA;CALI VALLE DEL CAUCA;76001000;;;;
9006193197;CORRUGRAF SAS;N;PRINCI;CALLE 100 C SUR 50 83;LA ESTRELLA LA ESTRELLA ANTIOQUIA;05380000;6.118019;-75.635664;6042310939;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;SEXTA;ZIPAQUIRA;ZIPAQUIRA CUNDINAMARCA;25899000;;;6042310939;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;ONCE;IBAGUE;IBAGUE TOLIMA;73001000;4.44370;-75.23521;;
9013530447;LAMICORTES H&A SAS;N;SECUN;BOGOTA;BOGOTA BOGOTA D. C.;11001000;;;;
9013530447;LAMICORTES H&A SAS;N;PRINCI;CALI;CALI VALLE DEL CAUCA;76001000;;;3124006493;
9015646617;MDF XPRESS SAS;N;SECUN;CALI;CALI VALLE DEL CAUCA;76001000;;;;
9015646617;MDF XPRESS SAS;N;PRINCI;CR 19   52   63 SUR;BOGOTA BOGOTA D. C.;11001000;4.567868;-74.132812;;
9016903761;CARTONES Y PAPELES RAMIRO SIERRA SAS;N;SECUND;CALLE 70 NORTE # 2A 130;CALI VALLE DEL CAUCA;76001000;;;3162413540;
9016903761;CARTONES Y PAPELES RAMIRO SIERRA SAS;N;0;CR 29 A NO. 19 11 SUR;BOGOTA BOGOTA D. C.;11001000;4.59245;-74.10988;;
8605069171;CARTONERIA MOSQUERA;N;SECUN;CALL 20 SUR 29 B 41;MOSQUERA CUNDINAMARCA;25473000;;;;
8605069171;CARTONERIA MOSQUERA;N;PRIN;YUMBO;YUMBO VALLE DEL CAUCA;76892000;;;;
9016698812;CARTONFILM;N;SECUN;CR 64 #4G-31;BOGOTA BOGOTA D. C.;11001000;4.62623;-74.11936;;
9016698812;CARTONFILM;N;PRINCI;YUMBO;YUMBO VALLE DEL CAUCA;76892000;;;;
8901016761;FABRICA DE BOLSAS DE PAPEL UNIBOL SAS;N;SEC;CALI;CALI VALLE DEL CAUCA;76001000;;;;
9010125058;TOLUA MADERAS Y HERRAJES SAS;N;DECI;DUITAMA;DUITAMA BOYACA;15238000;5.81729;-73.029877;;
8600296432;LELLER SAS;N;SECUN;MOSQUERA;MOSQUERA CUNDINAMARCA;25473000;4.73187;-74.21655;;
8600296432;LELLER SAS;N;PRIN;YUMBO;YUMBO VALLE DEL CAUCA;76892000;;;7313115;
9011764806;JR CORP SA S;N;SECUN;BUENAVENTURA;BUENAVENTURA VALLE DEL CAUCA;76109000;;;;
9011764806;JR CORP SA S;N;PRIN;CALLE 26 #85D -55;BOGOTA BOGOTA D. C.;11001000;;;3134943067;
9005112899;MANUCHAR LOGISTIC SAS;N;SECUN;BUENAVENTURA;BUENAVENTURA VALLE DEL CAUCA;76109000;;;;
9005112899;MANUCHAR LOGISTIC SAS;N;PRINCI;CALLE 26 #85D -55;BOGOTA BOGOTA D. C.;11001000;;;3224056746;
8909039388;BANCOLOMBIA SAS;N;PRINCI;CARRERA 48 # 26 - 85;MEDELLIN ANTIOQUIA;05001000;;;;
9015639411;TP PRODUCTOS FORMULADOS S.A.S;N;QUIN;TOCANCIPA;TOCANCIPA CUNDINAMARCA;25817000;4.958350;-73.964420;;
8301224323;RECOLAM S.EN C.;N;CUAR;SIBATE;SIBATE CUNDINAMARCA;25740000;;;;
9011530345;APROREC S.A.S;N;CUAR;SIBATE;SIBATE CUNDINAMARCA;25740000;;;;
9003825907;CORPORACION ABURRA LIMPIO;N;SEC;YUMBO;YUMBO VALLE DEL CAUCA;76892000;;;4489656;
9003825907;CORPORACION ABURRA LIMPIO;N;PINC;VíA AL PEAJE COPACABANA COPACABANA, ANTIOQUIA;ITAGUI ANTIOQUIA;05360000;6.330740;-75.515020;;
9015639411;TP PRODUCTOS FORMULADOS S.A.S;N;SECUND;CALLE 6 # 38 - 07;NEIVA HUILA;41001000;;;;
8001653771;GRUPO DECOR S.A.S.;N;SECUND;CALLE 6 # 38 - 07;NEIVA HUILA;41001000;2.926168;-75.285314;;
8600267594;CARTONES AMERICA;N;CUARTA;CARTAGO VALLE DEL CAUCA;CARTAGO VALLE DEL CAUCA;76147000;4.75847;-75.90313;;
9014053080;ASOCIACION ECONMEDELLIN;N;CUAR;CR 55 90;ITAGUI ANTIOQUIA;05360000;;;;
8600039561;LITO-PRINT S.A;N;SECUND;KR 1;CALI VALLE DEL CAUCA;76001000;;;3335011;
8600039561;LITO-PRINT S.A;N;PRIN;CR 100 24 D 55;BOGOTA BOGOTA D. C.;11001000;4.68827;-74.11362;;
9006330065;C.P.K. SAS;N;SEP;LA ESTRELLA;LA ESTRELLA LA ESTRELLA ANTIOQUIA;05380000;;;;
9002514154;PROTISA COLOMBIA S A;N;TERC;CLL FUNZA;FUNZA CUNDINAMARCA;25286000;;;;
9008280443;DISTRIBUIDORA LAS CAMELIAS RR SAS;N;SECUND;CLL BELLO;BELLO ANTIOQUIA;05088000;;;;
9006261863;RECICLAJES BOGOTA N.S. S.A.S.;N;SEX;VIA SIBATE;SIBATE CUNDINAMARCA;25740000;;;3213221715;
9014557062;ECOAMBIENTAL RECICLAJE S.A.S.;N;SEX;VIA SIBATE;SIBATE CUNDINAMARCA;25740000;;;3213221715;
9006446807;BODEGAS DE RECICLAJES SAS;N;SEX;VIA SIBATE;SIBATE CUNDINAMARCA;25740000;;;;
8600267594;CARTONES AMERICA;N;DEC;VIA GUADALAJARA DE BUGA;GUADALAJARA DE BUGA VALLE DEL CAUCA;76111000;;;;
9014053080;ASOCIACION ECONMEDELLIN;N;TERC;VIA BELLO;BELLO ANTIOQUIA;05088000;;;3025612328;
9016766159;BOLPLAS O.C S.A.S;N;SECUN;R 6 B ESTE;CALI VALLE DEL CAUCA;76001000;;;3213161106;
9016766159;BOLPLAS O.C S.A.S;N;PRINC;CR 6 B ESTE 19 15;BOGOTA BOGOTA D. C.;11001000;;;3213161106;
8901016761;FABRICA DE BOLSAS DE PAPEL UNIBOL SAS;N;SECUND;SOLEDAD ATLANTICO;SOLEDAD ATLANTICO;08758000;;;;
8300946794;CENTRAL DE MADERAS G&C;N;TERC;CL 59;BOGOTA BOGOTA D. C.;11001000;;;;
8020130496;KARTON SAS;N;TERC;CL 54;BOGOTA BOGOTA D. C.;11001000;;;8276404;
8600267594;CARTONES AMERICA;N;NOVE;BOGOTA;BOGOTA BOGOTA D. C.;11001000;4.62307;-74.12755;;
9003014887;CENCORE SAS;N;TERC;BOGOTA;BOGOTA BOGOTA D. C.;11001000;;;;
9002481592;COLOMBIANA TISSUE S.A.S.;N;CUART;YOTOCO;YOTOCO VALLE DEL CAUCA;76890000;;;6669777;
9002481592;COLOMBIANA TISSUE S.A.S.;N;TERC;CARTAGO VALLE DEL CAUDA;CARTAGO VALLE DEL CAUCA;76147000;;;6669777;
9009161211;ATICA;N;QUIN;YOTOCO;YOTOCO VALLE DEL CAUCA;76890000;;;;
9004061583;EMPAQUES INDUSTRIALES DE COLOMBIA S.A.S.;N;CUAR;TV 5 P;YOTOCO VALLE DEL CAUCA;76890000;;;9004061;
9009161211;ATICA;N;CUAR;CARTAGO VALLE DEL CAUDA;CARTAGO VALLE DEL CAUCA;76147000;;;;
9004061583;EMPAQUES INDUSTRIALES DE COLOMBIA S.A.S.;N;TERC;CR 52 D;CARTAGO VALLE DEL CAUCA;76147000;;;5169256;
9002514154;PROTISA COLOMBIA S A;N;SECU;COTA;COTA CUNDINAMARCA;25214000;;;;
9008280443;DISTRIBUIDORA LAS CAMELIAS RR SAS;N;TERC;COTA;COTA CUNDINAMARCA;25214000;;;6045217;
9014053080;ASOCIACION ECONMEDELLIN;N;SECUN;CL 46 -1;LA ESTRELLA LA ESTRELLA ANTIOQUIA;05380000;;;;
9006330065;C.P.K. SAS;N;SEX;CLL;CARTAGO VALLE DEL CAUCA;76147000;;;2918639;
9006330065;C.P.K. SAS;N;QUI;CLL;ITAGUI ANTIOQUIA;05360000;;;2918639;
9014338191;AMBIENTAL LOGÍSTICA INTEGRAL S.A.S;N;TERC;VIA CARTAGO;CARTAGO VALLE DEL CAUCA;76147000;;;4285563;
9014338191;AMBIENTAL LOGÍSTICA INTEGRAL S.A.S;N;SECUND;VIA ITAGUI;ITAGUI ANTIOQUIA;05360000;;;4285563;
8903202507;COLOMBIANA DE MOLDEADOS SAS COMOLSA;N;TERC;VIA YOTOCO;YOTOCO VALLE DEL CAUCA;76890000;;;3295050;
